Player Name,Fantasy Points,Passing Attempts,Passing Completions,Passing Yards,Passing TD,Interceptions,Passing 2PT Conversions,Rushing Attempts,Rushing Yards,Rushing TD,Rushing 2PT Conversions,Receptions,Receiving Yards,Receiving TD,Receiving 2PT,Fumbles
Rashod Bateman,51,0,0,0,0,0,0,0,0,0,0,44,493,1,0,0
DeSean Jackson,51,0,0,0,0,0,0,1,4,0,0,20,454,2,0,1
Laviska Shenault,51,0,0,0,0,0,0,11,41,0,0,58,557,0,0,1
Quez Watkins,51,0,0,0,0,0,0,1,3,0,0,38,563,0,1,0
Nick Westbrook,51,0,0,0,0,0,0,0,0,0,0,34,398,3,0,1
DeAndre Carter,49,0,0,0,0,0,0,9,78,0,0,24,296,3,0,0
Zach Pascal,49,0,0,0,0,0,0,2,21,0,0,37,377,3,0,1
Olamide Zaccheaus,49,0,0,0,0,0,0,1,2,0,0,28,359,3,0,0
Rondale Moore,46,0,0,0,0,0,0,18,76,0,0,54,435,1,0,1
Josh Reynolds,46,0,0,0,0,0,0,0,0,0,0,28,385,2,0,0
Freddie Swain,46,0,0,0,0,0,0,5,32,0,0,24,318,3,0,0
Kenny Golladay,45,0,0,0,0,0,0,0,0,0,0,34,499,0,0,0
Mack Hollins,45,0,0,0,0,0,0,0,0,0,0,14,223,4,0,0
T.Y. Hilton,43,0,0,0,0,0,0,0,0,0,0,21,292,3,0,0
Josh Palmer,43,0,0,0,0,0,0,1,6,0,0,29,308,3,0,0
Devin Duvernay,42,0,0,0,0,0,0,6,48,0,0,33,272,2,0,0
Jamal Agnew,40,0,0,0,0,0,0,7,111,1,0,24,229,1,0,0
Chris Conley,40,0,0,0,0,0,0,1,3,0,0,22,323,2,0,1
Allen Robinson,40,0,0,0,0,0,0,0,0,0,0,36,388,1,0,0
Jerry Jeudy,39,0,0,0,0,0,0,2,3,0,0,36,437,0,0,0
Calvin Ridley,39,0,0,0,0,0,0,0,0,0,0,31,281,2,0,0
Sterling Shepard,39,0,0,0,0,0,0,1,-9,0,0,36,366,1,0,0
Tre'Quan Smith,39,0,0,0,0,0,0,0,0,0,0,27,301,2,0,0
Jalen Reagor,38,0,0,0,0,0,0,7,22,0,0,31,280,2,0,0
Sammy Watkins,38,0,0,0,0,0,0,0,0,0,0,27,394,1,0,1
Nico Collins,37,0,0,0,0,0,0,0,0,0,0,30,379,1,0,0
Kadarius Toney,37,3,1,19,0,0,0,3,6,0,0,39,420,0,0,0
Laquon Treadwell,37,0,0,0,0,0,0,0,0,0,0,30,410,0,0,0
James Washington,37,0,0,0,0,0,0,2,13,0,0,24,285,2,0,0
Demarcus Robinson,36,0,0,0,0,0,0,0,0,0,0,22,245,3,0,0
Cyril Grayson,34,0,0,0,0,0,0,1,14,0,0,10,212,2,0,0
Antoine Wesley,34,0,0,0,0,0,0,0,0,0,0,17,191,3,0,0
Keelan Cole,33,1,0,0,0,0,0,0,0,0,0,25,395,0,0,0
Marquise Goodwin,33,0,0,0,0,0,0,2,-1,0,0,18,300,1,0,0
Damiere Byrd,32,0,0,0,0,0,0,0,0,0,0,21,282,1,1,1
Quintez Cephus,32,0,0,0,0,0,0,0,0,0,0,15,204,2,1,0
Adam Humphries,32,0,0,0,0,0,0,0,0,0,0,40,380,0,0,0
Julio Jones,32,0,0,0,0,0,0,0,0,0,0,26,376,0,0,0
Darius Slayton,32,0,0,0,0,0,0,1,-13,0,0,24,310,1,0,1
Lil'Jordan Humphrey,31,0,0,0,0,0,0,0,0,0,0,12,223,2,0,0
Jauan Jennings,31,0,0,0,0,0,0,0,0,0,0,18,188,3,0,0
Malik Turner,31,0,0,0,0,0,0,0,0,0,0,12,149,3,0,0
Chester Rogers,30,0,0,0,0,0,0,1,9,0,0,28,297,1,0,1
Ashton Dulin,29,0,0,0,0,0,0,3,32,0,0,13,173,2,0,0
Cam Sims,29,0,0,0,0,0,0,1,7,0,0,15,211,2,0,0
Rashard Higgins,28,0,0,0,0,0,0,0,0,0,0,24,275,1,0,0
Tyler Johnson,28,0,0,0,0,0,0,0,0,0,0,31,338,0,0,0
Isaiah Ford,27,0,0,0,0,0,0,0,0,0,0,12,161,2,0,0
Brandon Zylstra,27,0,0,0,0,0,0,0,0,0,0,18,250,1,0,0
Isaiah McKenzie,26,0,0,0,0,0,0,8,37,1,0,19,169,1,0,1
John Ross,26,0,0,0,0,0,0,1,16,0,0,11,224,1,0,0
D.J. Chark,25,0,0,0,0,0,0,0,0,0,0,7,154,2,0,0
Greg Ward,25,1,0,0,0,0,0,0,0,0,0,6,93,3,0,0
Tavon Austin,23,0,0,0,0,0,0,3,21,0,0,24,213,1,0,1
Jakeem Grant,23,0,0,0,0,0,0,5,33,0,0,11,132,2,0,3
Chris Moore,23,0,0,0,0,0,0,0,0,0,0,18,189,1,0,0
Parris Campbell,20,0,0,0,0,0,0,0,0,0,0,10,162,1,0,0
Kendall Hinton,20,1,1,1,0,0,0,0,0,0,0,15,175,1,0,0
Ray Ray McCloud,20,0,0,0,0,0,0,2,15,0,0,35,240,0,0,1
Anthony Schwartz,19,0,0,0,0,0,0,5,36,0,0,9,122,1,0,0
Tajae Sharpe,18,0,0,0,0,0,0,0,0,0,0,25,230,0,0,0
JuJu Smith-Schuster,18,0,0,0,0,0,0,3,9,1,0,15,129,0,0,0
Albert Wilson,18,1,0,0,0,0,0,4,17,0,0,25,213,0,0,0
James Proche,17,0,0,0,0,0,0,0,0,0,0,16,202,0,0,0
Danny Amendola,16,1,0,0,0,0,0,0,0,0,0,17,135,1,0,0
D'Wayne Eskridge,16,0,0,0,0,0,0,4,59,0,0,10,64,1,0,0
Breshad Perriman,16,0,0,0,0,0,0,1,-3,0,0,6,123,1,0,0
Kristian Wilkerson,16,0,0,0,0,0,0,0,0,0,0,4,42,2,0,0
Marcus Johnson,15,0,0,0,0,0,0,2,-2,0,0,9,160,0,0,0
Dyami Brown,14,0,0,0,0,0,0,1,-4,0,0,12,165,0,0,0
Noah Brown,14,0,0,0,0,0,0,0,0,0,0,16,184,0,0,0
N'Keal Harry,14,0,0,0,0,0,0,0,0,0,0,12,184,0,0,1
Khadarel Hodge,13,0,0,0,0,0,0,0,0,0,0,13,157,0,1,0
Dante Pettis,13,1,1,16,0,0,0,0,0,0,0,10,87,1,0,0
Mohamed Sanu,13,0,0,0,0,0,0,0,0,0,0,15,177,0,0,0
Denzel Mims,12,0,0,0,0,0,0,0,0,0,0,8,133,0,0,0
Terrace Marshall,11,0,0,0,0,0,0,0,0,0,0,17,138,0,1,0
Bennett Skowronek,11,0,0,0,0,0,0,0,0,0,0,11,133,0,0,0
Kenny Stills,11,0,0,0,0,0,0,1,1,0,0,6,68,1,0,0
Dez Fitzpatrick,10,0,0,0,0,0,0,0,0,0,0,5,49,1,0,0
Ty Montgomery,10,0,0,0,0,0,0,15,44,0,0,15,94,0,0,0
Trent Sherfield,10,0,0,0,0,0,0,0,0,0,0,8,74,1,0,0
Jeff Smith,10,0,0,0,0,0,0,1,-1,0,0,7,111,0,0,0
Shi Smith,10,0,0,0,0,0,0,1,-3,0,0,6,104,0,0,0
Phillip Dorsett,9,0,0,0,0,0,0,1,0,0,0,7,110,0,0,0
Chris Hogan,9,0,0,0,0,0,0,0,0,0,0,4,41,1,0,0
Collin Johnson,9,0,0,0,0,0,0,0,0,0,0,11,105,0,0,0
Cameron Batson,8,0,0,0,0,0,0,2,15,0,0,2,15,1,0,0
Trinity Benson,8,0,0,0,0,0,0,0,0,0,0,10,103,0,0,0
Anthony Miller,8,0,0,0,0,0,0,0,0,0,0,6,25,1,0,0
Equanimeous St. Brown,8,0,0,0,0,0,0,3,14,0,0,7,76,0,0,0
Auden Tate,8,0,0,0,0,0,0,0,0,0,0,3,39,1,0,0
Josh Gordon,7,0,0,0,0,0,0,0,0,0,0,5,32,1,0,0
Dezmon Patmon,7,0,0,0,0,0,0,0,0,0,0,2,21,1,0,0
KJ Hamler,6,0,0,0,0,0,0,0,0,0,0,5,74,0,0,0
Ihmir Smith-Marsette,6,0,0,0,0,0,0,0,0,0,0,2,13,1,0,0
Preston Williams,6,0,0,0,0,0,0,1,7,0,0,6,71,0,0,0
Ja'Marcus Bradley,5,0,0,0,0,0,0,0,0,0,0,4,64,0,0,0
Dax Milne,5,0,0,0,0,0,0,1,1,0,0,9,83,0,0,1
Jason Moore,5,0,0,0,0,0,0,0,0,0,0,3,56,0,0,0
Jaelon Darden,4,0,0,0,0,0,0,1,11,0,0,6,43,0,0,0
Alex Erickson,4,0,0,0,0,0,0,0,0,0,0,3,55,0,0,0
Will Fuller,4,0,0,0,0,0,0,0,0,0,0,4,26,0,1,0
Dede Westbrook,4,0,0,0,0,0,0,0,0,0,0,10,68,0,0,0
Juwann Winfree,4,0,0,0,0,0,0,0,0,0,0,5,42,0,0,0
J.J. Arcega-Whiteside,3,0,0,0,0,0,0,0,0,0,0,2,36,0,0,0
C.J. Board,3,0,0,0,0,0,0,1,6,0,0,4,51,0,0,0
Greg Dortch,3,0,0,0,0,0,0,1,24,0,0,1,10,0,0,0
Penny Hart,3,0,0,0,0,0,0,0,0,0,0,7,59,0,0,0
K.J. Hill,3,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0
D.J. Montgomery,3,0,0,0,0,0,0,0,0,0,0,3,36,0,0,0
Amari Rodgers,3,0,0,0,0,0,0,1,11,0,0,3,40,0,0,0
Mike Thomas,3,0,0,0,0,0,0,0,0,0,0,5,52,0,0,0
Kevin White,3,0,0,0,0,0,0,0,0,0,0,1,38,0,0,0
Seth Williams,3,0,0,0,0,0,0,0,0,0,0,1,34,0,0,0
Pharoh Cooper,2,0,0,0,0,0,0,1,3,0,0,4,33,0,0,0
Cody Hollister,2,0,0,0,0,0,0,0,0,0,0,4,33,0,0,0
Trenton Irwin,2,0,0,0,0,0,0,0,0,0,0,1,25,0,0,0
Tom Kennedy,2,0,0,0,0,0,0,0,0,0,0,4,38,0,0,0
Scott Miller,2,0,0,0,0,0,0,0,0,0,0,4,29,0,0,0
Gunner Olszewski,2,0,0,0,0,0,0,1,9,0,0,2,31,0,0,0
Andre Roberts,2,0,0,0,0,0,0,3,19,0,0,1,35,0,0,1
Willie Snead,2,0,0,0,0,0,0,0,0,0,0,4,38,0,0,0
Mike Strachan,2,0,0,0,0,0,0,0,0,0,0,2,26,0,0,0
Cody White,2,0,0,0,0,0,0,0,0,0,0,5,33,0,0,0
Christian Blake,1,0,0,0,0,0,0,0,0,0,0,4,25,0,0,0
Frank Darby,1,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0
Davion Davis,1,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0
Marvin Hall,1,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0
Andy Isabella,1,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0
Tyron Johnson,1,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0
Marcus Kemp,1,0,0,0,0,0,0,0,0,0,0,2,24,0,0,0
Keith Kirkwood,1,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0
Jake Kumerow,1,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0
Kirk Merritt,1,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0
Jaydon Mickens,1,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0
Dazz Newsome,1,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0
Curtis Samuel,1,0,0,0,0,0,0,4,11,0,0,6,27,0,0,0
David Sills,1,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0
Tylan Wallace,1,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0
Tyrell Williams,1,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0
Miles Boykin,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0
Keke Coutee,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0
Maurice Ffrench,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
Tommylee Lewis,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0
Stanley Morgan,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
Malik Taylor,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,1
Easop Winston,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0
Travis Benjamin,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
J.J. Koski,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Racey McMath,-1,0,0,0,0,0,0,0,0,0,0,2,8,0,0,1
Diontae Spencer,-2,0,0,0,0,0,0,0,0,0,0,1,-3,0,0,2
